"torneo","home_team","away_team","home_goals","away_goals","resultado"
"Torneo Clausura 2011 - Fecha 6","All Boys","Colon",0,2,"Visita gana"
"Torneo Apertura 2010 - Fecha 6","Colon","All Boys",1,1,"Empate"
"Metropolitano 1980 - Fecha 35","Colon","All Boys",1,0,"Local gana"
"Metropolitano 1980 - Fecha 16","All Boys","Colon",0,2,"Visita gana"
"Metropolitano 1979 - Grupo B","Colon","All Boys",0,0,"Empate"
"Metropolitano 1979 - Grupo B","All Boys","Colon",1,3,"Visita gana"
"Nacional 1979 - Grupo C","All Boys","Colon",1,3,"Visita gana"
"Nacional 1979 - Grupo C","Colon","All Boys",0,1,"Visita gana"
"Metropolitano 1978 - Fecha 40","All Boys","Colon",3,0,"Local gana"
"Metropolitano 1978 - Fecha 19","Colon","All Boys",2,0,"Local gana"
"Metropolitano 1977 - Fecha 29","All Boys","Colon",1,0,"Local gana"
"Metropolitano 1977 - Fecha 6","Colon","All Boys",4,3,"Local gana"
"Metropolitano 1976 - Grupo A","All Boys","Colon",1,1,"Empate"
"Metropolitano 1976 - Grupo A","Colon","All Boys",1,0,"Local gana"
"Metropolitano 1975 - Fecha 25","All Boys","Colon",2,1,"Local gana"
"Metropolitano 1975 - Fecha 6","Colon","All Boys",4,2,"Local gana"
"Metropolitano 1973 - Fecha 23","All Boys","Colon",1,0,"Local gana"
"Metropolitano 1973 - Fecha 6","Colon","All Boys",1,1,"Empate"
"Nacional 1973 - Grupo A","All Boys","Colon",2,1,"Local gana"
"Nacional 1974 - Grupo A","Desamparados","All Boys",0,0,"Empate"
"Nacional 1974 - Grupo A","All Boys","Desamparados",2,2,"Empate"
"Metropolitano 1978 - Fecha 36","All Boys","Estudiantes (BA)",1,1,"Empate"
"Metropolitano 1978 - Fecha 15","Estudiantes (BA)","All Boys",1,1,"Empate"
"Torneo Final 2014 - Fecha 2","All Boys","Estudiantes (LP)",0,1,"Visita gana"
"Torneo Inicial 2013 - Fecha 2","Estudiantes (LP)","All Boys",1,0,"Local gana"
"Torneo Final 2013 - Fecha 12","All Boys","Estudiantes (LP)",0,0,"Empate"
"Torneo Inicial 2012 - Fecha 12","Estudiantes (LP)","All Boys",0,1,"Visita gana"
"Torneo Clausura 2012 - Fecha 17","All Boys","Estudiantes (LP)",3,1,"Local gana"
"Torneo Apertura 2011 - Fecha 17","Estudiantes (LP)","All Boys",3,0,"Local gana"
"Torneo Clausura 2011 - Fecha 7","Estudiantes (LP)","All Boys",3,0,"Local gana"
"Torneo Apertura 2010 - Fecha 7","All Boys","Estudiantes (LP)",2,1,"Local gana"
"Metropolitano 1980 - Fecha 36","All Boys","Estudiantes (LP)",1,1,"Empate"
"Metropolitano 1980 - Fecha 17","Estudiantes (LP)","All Boys",2,1,"Local gana"
"Metropolitano 1979 - Grupo B","All Boys","Estudiantes (LP)",0,3,"Visita gana"
"Metropolitano 1979 - Grupo B","Estudiantes (LP)","All Boys",1,0,"Local gana"
"Metropolitano 1978 - Fecha 41","Estudiantes (LP)","All Boys",5,1,"Local gana"
"Metropolitano 1978 - Fecha 20","All Boys","Estudiantes (LP)",1,2,"Visita gana"
"Nacional 1978 - Grupo A","All Boys","Estudiantes (LP)",4,3,"Local gana"
"Nacional 1978 - Grupo A","Estudiantes (LP)","All Boys",2,1,"Local gana"
"Metropolitano 1977 - Fecha 46","Estudiantes (LP)","All Boys",1,0,"Local gana"
"Metropolitano 1977 - Fecha 23","All Boys","Estudiantes (LP)",0,0,"Empate"
"Metropolitano 1976 - Grupo A","Estudiantes (LP)","All Boys",1,1,"Empate"
"Metropolitano 1976 - Grupo A","All Boys","Estudiantes (LP)",2,2,"Empate"
"Metropolitano 1975 - Fecha 23","All Boys","Estudiantes (LP)",2,1,"Local gana"
"Metropolitano 1975 - Fecha 4","Estudiantes (LP)","All Boys",2,1,"Local gana"
"Nacional 1975 - Grupo A","Estudiantes (LP)","All Boys",3,1,"Local gana"
"Nacional 1975 - Grupo A","All Boys","Estudiantes (LP)",1,0,"Local gana"
"Nacional 1974 - Grupo A","All Boys","Estudiantes (LP)",1,2,"Visita gana"
"Nacional 1974 - Grupo A","Estudiantes (LP)","All Boys",2,0,"Local gana"
"Metropolitano 1973 - Fecha 26","Estudiantes (LP)","All Boys",2,0,"Local gana"
"Metropolitano 1973 - Fecha 9","All Boys","Estudiantes (LP)",2,2,"Empate"
"Nacional 1973 - Grupo A","All Boys","Estudiantes (LP)",3,2,"Local gana"
"Metropolitano 1980 - Fecha 34","All Boys","Ferro",1,4,"Visita gana"
"Metropolitano 1980 - Fecha 15","Ferro","All Boys",2,0,"Local gana"
"Metropolitano 1979 - Grupo B","Ferro","All Boys",2,1,"Local gana"
"Metropolitano 1979 - Grupo B","All Boys","Ferro",0,0,"Empate"
"Nacional 1979 - Fecha Intergrupo","All Boys","Ferro",1,2,"Visita gana"
"Nacional 1979 - Fecha Intergrupo","Ferro","All Boys",1,1,"Empate"
"Nacional 1978 - Grupo A","All Boys","Ferro",1,1,"Empate"
"Nacional 1978 - Grupo A","Ferro","All Boys",1,0,"Local gana"
"Metropolitano 1977 - Fecha 32","Ferro","All Boys",0,0,"Empate"
"Metropolitano 1977 - Fecha 9","All Boys","Ferro",3,1,"Local gana"
"Metropolitano 1976 - Grupo Descenso","All Boys","Ferro",0,1,"Visita gana"
"Metropolitano 1976 - Grupo A","Ferro","All Boys",1,1,"Empate"
"Metropolitano 1976 - Grupo A","All Boys","Ferro",1,0,"Local gana"
"Metropolitano 1975 - Fecha 34","All Boys","Ferro",1,0,"Local gana"
"Metropolitano 1975 - Fecha 15","Ferro","All Boys",1,1,"Empate"
"Metropolitano 1973 - Fecha 33","Ferro","All Boys",2,1,"Local gana"
"Metropolitano 1973 - Fecha 16","All Boys","Ferro",0,1,"Visita gana"
"Torneo Final 2014 - Fecha 15","Gimnasia (LP)","All Boys",2,1,"Local gana"
"Torneo Inicial 2013 - Fecha 15","All Boys","Gimnasia (LP)",2,1,"Local gana"
"Torneo Clausura 2011 - Fecha 18","All Boys","Gimnasia (LP)",1,0,"Local gana"
"Torneo Apertura 2010 - Fecha 18","Gimnasia (LP)","All Boys",3,1,"Local gana"
"Metropolitano 1978 - Fecha 31","Gimnasia (LP)","All Boys",3,2,"Local gana"
"Metropolitano 1978 - Fecha 10","All Boys","Gimnasia (LP)",0,1,"Visita gana"
"Metropolitano 1977 - Fecha 34","Gimnasia (LP)","All Boys",4,2,"Local gana"
"Metropolitano 1977 - Fecha 11","All Boys","Gimnasia (LP)",2,1,"Local gana"
"Metropolitano 1975 - Fecha 33","Gimnasia (LP)","All Boys",1,0,"Local gana"
"Metropolitano 1975 - Fecha 14","All Boys","Gimnasia (LP)",0,2,"Visita gana"
"Metropolitano 1974 - Grupo A","All Boys","Gimnasia (LP)",1,2,"Visita gana"
"Metropolitano 1974 - Grupo A","Gimnasia (LP)","All Boys",2,2,"Empate"
"Metropolitano 1973 - Fecha 34","All Boys","Gimnasia (LP)",2,1,"Local gana"
"Metropolitano 1973 - Fecha 17","Gimnasia (LP)","All Boys",2,3,"Visita gana"
"Nacional 1975 - Grupo A","All Boys","Gimnasia (M)",0,0,"Empate"
"Nacional 1975 - Grupo A","Gimnasia (M)","All Boys",2,0,"Local gana"
"Torneo Final 2014 - Fecha 10","All Boys","Godoy Cruz",0,0,"Empate"
"Torneo Inicial 2013 - Fecha 10","Godoy Cruz","All Boys",2,0,"Local gana"
"Torneo Final 2013 - Fecha 1","All Boys","Godoy Cruz",1,1,"Empate"
"Torneo Inicial 2012 - Fecha 1","Godoy Cruz","All Boys",1,1,"Empate"
"Torneo Clausura 2012 - Fecha 6","All Boys","Godoy Cruz",1,1,"Empate"
"Torneo Apertura 2011 - Fecha 6","Godoy Cruz","All Boys",6,1,"Local gana"
"Torneo Clausura 2011 - Fecha 19","Godoy Cruz","All Boys",1,0,"Local gana"
"Torneo Apertura 2010 - Fecha 19","All Boys","Godoy Cruz",2,2,"Empate"
"Torneo Clausura 2011 - Fecha 10","All Boys","Huracan",3,1,"Local gana"
"Torneo Apertura 2010 - Fecha 10","Huracan","All Boys",1,1,"Empate"
"Metropolitano 1980 - Fecha 23","All Boys","Huracan",1,4,"Visita gana"
"Metropolitano 1980 - Fecha 4","Huracan","All Boys",3,2,"Local gana"
"Metropolitano 1978 - Fecha 22","Huracan","All Boys",0,1,"Visita gana"
"Metropolitano 1978 - Fecha 1","All Boys","Huracan",1,1,"Empate"
"Metropolitano 1977 - Fecha 30","Huracan","All Boys",1,0,"Local gana"
"Metropolitano 1977 - Fecha 7","All Boys","Huracan",1,0,"Local gana"
"Nacional 1977 - Grupo D","All Boys","Huracan",4,4,"Empate"
"Nacional 1977 - Grupo D","Huracan","All Boys",2,1,"Local gana"
"Metropolitano 1976 - Grupo A","Huracan","All Boys",5,0,"Local gana"
"Metropolitano 1976 - Grupo A","All Boys","Huracan",1,2,"Visita gana"
"Nacional 1976 - Grupo C","Huracan","All Boys",2,1,"Local gana"
"Nacional 1976 - Grupo C","All Boys","Huracan",0,2,"Visita gana"
"Metropolitano 1975 - Fecha 30","Huracan","All Boys",5,1,"Local gana"
"Metropolitano 1975 - Fecha 11","All Boys","Huracan",4,2,"Local gana"
"Nacional 1975 - Grupo A","Huracan","All Boys",2,1,"Local gana"
"Nacional 1975 - Grupo A","All Boys","Huracan",1,3,"Visita gana"
"Metropolitano 1974 - Grupo A","All Boys","Huracan",0,0,"Empate"
"Metropolitano 1974 - Grupo A","Huracan","All Boys",3,3,"Empate"
"Metropolitano 1973 - Fecha 27","All Boys","Huracan",0,2,"Visita gana"
"Metropolitano 1973 - Fecha 10","Huracan","All Boys",2,1,"Local gana"
"Nacional 1979 - Grupo C","Ind Rivadavia","All Boys",4,0,"Local gana"
"Nacional 1979 - Grupo C","All Boys","Ind Rivadavia",1,0,"Local gana"
"Torneo Final 2013 - Fecha 8","All Boys","Independiente",2,0,"Local gana"
"Torneo Inicial 2012 - Fecha 8","Independiente","All Boys",1,1,"Empate"
"Torneo Clausura 2012 - Fecha 14","Independiente","All Boys",0,3,"Visita gana"
"Torneo Apertura 2011 - Fecha 14","All Boys","Independiente",2,2,"Empate"
"Torneo Clausura 2011 - Fecha 11","Independiente","All Boys",2,2,"Empate"
"Torneo Apertura 2010 - Fecha 11","All Boys","Independiente",3,1,"Local gana"
"Metropolitano 1980 - Fecha 31","Independiente","All Boys",2,1,"Local gana"
"Metropolitano 1980 - Fecha 12","All Boys","Independiente",2,2,"Empate"
"Metropolitano 1979 - Grupo B","All Boys","Independiente",0,2,"Visita gana"
"Metropolitano 1979 - Grupo B","Independiente","All Boys",1,2,"Visita gana"
"Metropolitano 1978 - Fecha 42","All Boys","Independiente",1,4,"Visita gana"
"Metropolitano 1978 - Fecha 21","Independiente","All Boys",1,1,"Empate"
"Metropolitano 1977 - Fecha 26","All Boys","Independiente",1,1,"Empate"
"Metropolitano 1977 - Fecha 3","Independiente","All Boys",1,1,"Empate"
"Nacional 1977 - Grupo D","Independiente","All Boys",3,0,"Local gana"
"Nacional 1977 - Grupo D","All Boys","Independiente",2,3,"Visita gana"
"Metropolitano 1976 - Grupo A","Independiente","All Boys",3,0,"Local gana"
"Metropolitano 1976 - Grupo A","All Boys","Independiente",0,0,"Empate"
"Metropolitano 1975 - Fecha 32","All Boys","Independiente",0,1,"Visita gana"
"Metropolitano 1975 - Fecha 13","Independiente","All Boys",0,0,"Empate"
"Metropolitano 1973 - Fecha 32","All Boys","Independiente",0,1,"Visita gana"
"Metropolitano 1973 - Fecha 15","Independiente","All Boys",1,0,"Local gana"
"Nacional 1973 - Grupo A","Instituto","All Boys",3,1,"Local gana"
"Nacional 1978 - Grupo A","Juv. Antoniana","All Boys",1,1,"Empate"
"Nacional 1978 - Grupo A","All Boys","Juv. Antoniana",2,1,"Local gana"
"Nacional 1973 - Grupo A","Juv. Antoniana","All Boys",1,2,"Visita gana"
"Torneo Final 2014 - Fecha 16","Lanus","All Boys",1,0,"Local gana"
"Torneo Inicial 2013 - Fecha 16","All Boys","Lanus",2,3,"Visita gana"
"Torneo Final 2013 - Fecha 9","Lanus","All Boys",2,1,"Local gana"
"Torneo Inicial 2012 - Fecha 9","All Boys","Lanus",2,1,"Local gana"
"Torneo Clausura 2012 - Fecha 16","Lanus","All Boys",1,0,"Local gana"
"Torneo Apertura 2011 - Fecha 16","All Boys","Lanus",0,0,"Empate"
"Torneo Clausura 2011 - Fecha 8","All Boys","Lanus",0,0,"Empate"
"Torneo Apertura 2010 - Fecha 8","Lanus","All Boys",1,0,"Local gana"
"Metropolitano 1977 - Fecha 24","All Boys","Lanus",2,1,"Local gana"
"Metropolitano 1977 - Fecha 1","Lanus","All Boys",4,0,"Local gana"
"Torneo Final 2014 - Fecha 18","Newells","All Boys",4,2,"Local gana"
"Torneo Inicial 2013 - Fecha 18","All Boys","Newells",3,1,"Local gana"
"Torneo Final 2013 - Fecha 16","All Boys","Newells",2,1,"Local gana"
"Torneo Inicial 2012 - Fecha 16","Newells","All Boys",1,2,"Visita gana"
"Torneo Clausura 2012 - Fecha 12","Newells","All Boys",1,1,"Empate"
"Torneo Apertura 2011 - Fecha 12","All Boys","Newells",1,1,"Empate"
"Torneo Clausura 2011 - Fecha 15","Newells","All Boys",1,0,"Local gana"
"Torneo Apertura 2010 - Fecha 15","All Boys","Newells",2,0,"Local gana"
"Metropolitano 1980 - Fecha 28","All Boys","Newells",2,2,"Empate"
"Metropolitano 1980 - Fecha 9","Newells","All Boys",3,0,"Local gana"
"Metropolitano 1978 - Fecha 37","Newells","All Boys",1,0,"Local gana"
"Metropolitano 1978 - Fecha 16","All Boys","Newells",0,0,"Empate"
"Nacional 1978 - Grupo A","Newells","All Boys",5,1,"Local gana"
"Nacional 1978 - Grupo A","All Boys","Newells",2,2,"Empate"
"Metropolitano 1977 - Fecha 39","All Boys","Newells",2,4,"Visita gana"
"Metropolitano 1977 - Fecha 16","Newells","All Boys",4,0,"Local gana"
"Metropolitano 1975 - Fecha 36","All Boys","Newells",0,2,"Visita gana"
"Metropolitano 1975 - Fecha 17","Newells","All Boys",1,0,"Local gana"
"Metropolitano 1973 - Fecha 20","All Boys","Newells",2,0,"Local gana"
"Metropolitano 1973 - Fecha 4","Newells","All Boys",3,0,"Local gana"
"Nacional 1973 - Grupo A","Newells","All Boys",4,0,"Local gana"
"Torneo Final 2014 - Fecha 4","All Boys","Olimpo",1,0,"Local gana"
"Torneo Inicial 2013 - Fecha 4","Olimpo","All Boys",1,1,"Empate"
"Torneo Clausura 2012 - Fecha 10","Olimpo","All Boys",1,2,"Visita gana"
"Torneo Apertura 2011 - Fecha 10","All Boys","Olimpo",1,2,"Visita gana"
"Torneo Clausura 2011 - Fecha 5","Olimpo","All Boys",1,0,"Local gana"
"Torneo Apertura 2010 - Fecha 5","All Boys","Olimpo",1,0,"Local gana"
"Metropolitano 1980 - Fecha 20","Platense","All Boys",1,1,"Empate"
"Metropolitano 1980 - Fecha 1","All Boys","Platense",0,0,"Empate"
"Metropolitano 1978 - Fecha 24","Platense","All Boys",0,1,"Visita gana"
"Metropolitano 1978 - Fecha 3","All Boys","Platense",0,1,"Visita gana"
"Metropolitano 1977 - Fecha 36","Platense","All Boys",2,2,"Empate"
"Metropolitano 1977 - Fecha 13","All Boys","Platense",1,1,"Empate"
"Nacional 1976 - Grupo C","Platense","All Boys",0,0,"Empate"
"Nacional 1976 - Grupo C","All Boys","Platense",1,2,"Visita gana"
"Torneo Final 2014 - Fecha 7","Quilmes","All Boys",1,2,"Visita gana"
"Torneo Inicial 2013 - Fecha 7","All Boys","Quilmes",4,0,"Local gana"
"Torneo Final 2013 - Fecha 2","Quilmes","All Boys",2,1,"Local gana"
"Torneo Inicial 2012 - Fecha 2","All Boys","Quilmes",1,1,"Empate"
"Torneo Clausura 2011 - Fecha 16","All Boys","Quilmes",1,0,"Local gana"
"Torneo Apertura 2010 - Fecha 16","Quilmes","All Boys",2,1,"Local gana"
"Metropolitano 1980 - Fecha 27","Quilmes","All Boys",0,1,"Visita gana"
"Metropolitano 1980 - Fecha 8","All Boys","Quilmes",2,1,"Local gana"
"Metropolitano 1978 - Fecha 23","All Boys","Quilmes",3,1,"Local gana"
"Metropolitano 1978 - Fecha 2","Quilmes","All Boys",1,0,"Local gana"
"Metropolitano 1977 - Fecha 35","All Boys","Quilmes",2,1,"Local gana"
"Metropolitano 1977 - Fecha 12","Quilmes","All Boys",4,4,"Empate"
"Torneo Final 2014 - Fecha 5","Racing Club","All Boys",1,1,"Empate"
"Torneo Inicial 2013 - Fecha 5","All Boys","Racing Club",1,0,"Local gana"
"Torneo Final 2013 - Fecha 18","All Boys","Racing Club",0,1,"Visita gana"
"Torneo Inicial 2012 - Fecha 18","Racing Club","All Boys",3,1,"Local gana"
"Torneo Clausura 2012 - Fecha 5","Racing Club","All Boys",3,0,"Local gana"
"Torneo Apertura 2011 - Fecha 5","All Boys","Racing Club",0,0,"Empate"
"Torneo Clausura 2011 - Fecha 1","All Boys","Racing Club",0,1,"Visita gana"
"Torneo Apertura 2010 - Fecha 1","Racing Club","All Boys",1,0,"Local gana"
"Metropolitano 1980 - Fecha 21","All Boys","Racing Club",1,1,"Empate"
"Metropolitano 1980 - Fecha 2","Racing Club","All Boys",1,0,"Local gana"
"Nacional 1979 - Grupo C","Racing Club","All Boys",1,0,"Local gana"
"Nacional 1979 - Grupo C","All Boys","Racing Club",1,3,"Visita gana"
"Metropolitano 1978 - Fecha 32","All Boys","Racing Club",1,0,"Local gana"
"Metropolitano 1978 - Fecha 11","Racing Club","All Boys",0,1,"Visita gana"
"Nacional 1978 - Grupo A","All Boys","Racing Club",0,2,"Visita gana"
"Nacional 1978 - Grupo A","Racing Club","All Boys",0,0,"Empate"
"Metropolitano 1977 - Fecha 38","Racing Club","All Boys",0,0,"Empate"
"Metropolitano 1977 - Fecha 15","All Boys","Racing Club",1,0,"Local gana"
"Metropolitano 1976 - Grupo Descenso","Racing Club","All Boys",2,1,"Local gana"
"Metropolitano 1975 - Fecha 22","Racing Club","All Boys",1,1,"Empate"
"Metropolitano 1975 - Fecha 3","All Boys","Racing Club",2,1,"Local gana"
"Metropolitano 1974 - Grupo A","Racing Club","All Boys",2,1,"Local gana"
"Metropolitano 1974 - Grupo A","All Boys","Racing Club",2,1,"Local gana"
"Metropolitano 1973 - Fecha 24","Racing Club","All Boys",4,0,"Local gana"
"Metropolitano 1973 - Fecha 7","All Boys","Racing Club",0,2,"Visita gana"
"Nacional 1973 - Grupo A","All Boys","Racing Club",2,3,"Visita gana"
"Torneo Final 2014 - Fecha 8","All Boys","River Plate",3,2,"Local gana"
"Torneo Inicial 2013 - Fecha 8","River Plate","All Boys",1,0,"Local gana"
"Torneo Final 2013 - Fecha 13","River Plate","All Boys",2,0,"Local gana"
"Torneo Inicial 2012 - Fecha 13","All Boys","River Plate",0,0,"Empate"
"Torneo Clausura 2011 - Fecha 13","River Plate","All Boys",0,2,"Visita gana"
"Torneo Apertura 2010 - Fecha 13","All Boys","River Plate",1,0,"Local gana"
"Metropolitano 1980 - Fecha 29","River Plate","All Boys",5,0,"Local gana"
"Metropolitano 1980 - Fecha 10","All Boys","River Plate",1,1,"Empate"
"Metropolitano 1978 - Fecha 33","River Plate","All Boys",4,0,"Local gana"
"Metropolitano 1978 - Fecha 12","All Boys","River Plate",2,5,"Visita gana"
"Metropolitano 1977 - Fecha 42","River Plate","All Boys",3,0,"Local gana"
"Metropolitano 1977 - Fecha 19","All Boys","River Plate",2,1,"Local gana"
"Metropolitano 1975 - Fecha 28","River Plate","All Boys",2,0,"Local gana"
"Metropolitano 1975 - Fecha 9","All Boys","River Plate",0,1,"Visita gana"
"Nacional 1975 - Grupo A","River Plate","All Boys",4,1,"Local gana"
"Nacional 1975 - Grupo A","All Boys","River Plate",0,5,"Visita gana"
"Metropolitano 1974 - Grupo A","River Plate","All Boys",3,0,"Local gana"
"Metropolitano 1974 - Grupo A","All Boys","River Plate",1,1,"Empate"
"Metropolitano 1973 - Fecha 28","River Plate","All Boys",1,3,"Visita gana"
"Metropolitano 1973 - Fecha 11","All Boys","River Plate",1,2,"Visita gana"
"Nacional 1973 - Grupo A","All Boys","River Plate",0,1,"Visita gana"
"Torneo Final 2014 - Fecha 9","Rosario Central","All Boys",2,0,"Local gana"
"Torneo Inicial 2013 - Fecha 9","All Boys","Rosario Central",1,1,"Empate"
"Torneo Clausura 2010 - Promoción","Rosario Central","All Boys",0,3,"Visita gana"
"Torneo Clausura 2010 - Promoción","All Boys","Rosario Central",1,1,"Empate"
"Metropolitano 1980 - Fecha 37","Rosario Central","All Boys",2,2,"Empate"
"Metropolitano 1980 - Fecha 18","All Boys","Rosario Central",1,0,"Local gana"
"Metropolitano 1979 - Grupo B","All Boys","Rosario Central",2,1,"Local gana"
"Metropolitano 1979 - Grupo B","Rosario Central","All Boys",4,1,"Local gana"
"Metropolitano 1978 - Fecha 27","All Boys","Rosario Central",0,3,"Visita gana"
"Metropolitano 1978 - Fecha 6","Rosario Central","All Boys",2,1,"Local gana"
"Metropolitano 1977 - Fecha 27","Rosario Central","All Boys",1,0,"Local gana"
"Metropolitano 1977 - Fecha 4","All Boys","Rosario Central",0,0,"Empate"
"Metropolitano 1976 - Grupo A","All Boys","Rosario Central",0,0,"Empate"
"Metropolitano 1976 - Grupo A","Rosario Central","All Boys",4,0,"Local gana"
"Nacional 1976 - Grupo C","Rosario Central","All Boys",2,2,"Empate"
"Nacional 1976 - Grupo C","All Boys","Rosario Central",2,1,"Local gana"
"Metropolitano 1975 - Fecha 27","All Boys","Rosario Central",2,3,"Visita gana"
"Metropolitano 1975 - Fecha 8","Rosario Central","All Boys",2,2,"Empate"
"Metropolitano 1974 - Grupo A","Rosario Central","All Boys",3,0,"Local gana"
"Metropolitano 1974 - Grupo A","All Boys","Rosario Central",3,0,"Local gana"
"Nacional 1974 - Grupo A","All Boys","Rosario Central",0,1,"Visita gana"
"Nacional 1974 - Grupo A","Rosario Central","All Boys",4,0,"Local gana"
"Metropolitano 1973 - Fecha 30","All Boys","Rosario Central",1,0,"Local gana"
"Metropolitano 1973 - Fecha 13","Rosario Central","All Boys",1,0,"Local gana"
"Torneo Final 2014 - Fecha 12","All Boys","San Lorenzo",1,2,"Visita gana"
"Torneo Inicial 2013 - Fecha 12","San Lorenzo","All Boys",3,0,"Local gana"
"Torneo Final 2013 - Fecha 14","All Boys","San Lorenzo",0,3,"Visita gana"
"Torneo Inicial 2012 - Fecha 14","San Lorenzo","All Boys",4,0,"Local gana"
"Torneo Clausura 2012 - Fecha 13","All Boys","San Lorenzo",0,0,"Empate"
"Torneo Apertura 2011 - Fecha 13","San Lorenzo","All Boys",0,1,"Visita gana"
"Torneo Clausura 2011 - Fecha 4","All Boys","San Lorenzo",0,3,"Visita gana"
"Torneo Apertura 2010 - Fecha 4","San Lorenzo","All Boys",3,1,"Local gana"
"Metropolitano 1980 - Fecha 32","All Boys","San Lorenzo",1,1,"Empate"
"Metropolitano 1980 - Fecha 13","San Lorenzo","All Boys",2,1,"Local gana"
"Metropolitano 1979 - Grupo B","San Lorenzo","All Boys",4,0,"Local gana"
"Metropolitano 1979 - Grupo B","All Boys","San Lorenzo",2,2,"Empate"
"Metropolitano 1978 - Fecha 28","San Lorenzo","All Boys",4,2,"Local gana"
"Metropolitano 1978 - Fecha 7","All Boys","San Lorenzo",1,0,"Local gana"
"Metropolitano 1977 - Fecha 43","All Boys","San Lorenzo",1,2,"Visita gana"
"Metropolitano 1977 - Fecha 20","San Lorenzo","All Boys",0,0,"Empate"
"Metropolitano 1975 - Fecha 20","San Lorenzo","All Boys",1,0,"Local gana"
"Metropolitano 1975 - Fecha 1","All Boys","San Lorenzo",2,2,"Empate"
"Metropolitano 1973 - Fecha 18","San Lorenzo","All Boys",3,1,"Local gana"
"Metropolitano 1973 - Fecha 1","All Boys","San Lorenzo",1,3,"Visita gana"
"Nacional 1973 - Grupo A","All Boys","San Lorenzo",1,1,"Empate"
"Nacional 1973 - Grupo A","All Boys","San Lorenzo (MdP)",1,2,"Visita gana"
"Nacional 1976 - Grupo C","All Boys","San Martin (M)",1,0,"Local gana"
"Nacional 1976 - Grupo C","San Martin (M)","All Boys",1,0,"Local gana"
"Nacional 1973 - Grupo A","San Martin (M)","All Boys",3,1,"Local gana"
"Torneo Final 2013 - Fecha 10","All Boys","San Martin (SJ)",1,1,"Empate"
"Torneo Inicial 2012 - Fecha 10","San Martin (SJ)","All Boys",2,1,"Local gana"
"Torneo Clausura 2012 - Fecha 15","All Boys","San Martin (SJ)",1,0,"Local gana"
"Torneo Apertura 2011 - Fecha 15","San Martin (SJ)","All Boys",0,0,"Empate"
"Nacional 1975 - Grupo A","All Boys","San Martin (T)",4,2,"Local gana"
"Nacional 1975 - Grupo A","San Martin (T)","All Boys",1,1,"Empate"
"Nacional 1973 - Grupo A","San Martin (T)","All Boys",1,0,"Local gana"
"Metropolitano 1976 - Grupo Descenso","San Telmo","All Boys",1,3,"Visita gana"
"Metropolitano 1976 - Grupo A","All Boys","San Telmo",2,1,"Local gana"
"Metropolitano 1976 - Grupo A","San Telmo","All Boys",2,0,"Local gana"
"Metropolitano 1980 - Fecha 22","Talleres (C)","All Boys",0,0,"Empate"
"Metropolitano 1980 - Fecha 3","All Boys","Talleres (C)",0,0,"Empate"
"Nacional 1978 - Grupo A","All Boys","Talleres (C)",2,3,"Visita gana"
"Nacional 1978 - Grupo A","Talleres (C)","All Boys",3,0,"Local gana"
